id	layer	check	verdict	subject	evidence	autofix	action
C3-36552a	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-untersttzungsdruckbeatmungobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-unterstuetzungsdruck-beatmung-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-unterstuetzungsdruck-beatmung-intro.md)	-	-
C3-b98c54	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-endexpiratorischerkohlendioxidpartialdruckobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-endexpiratorischer-kohlendioxidpartialdruck-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-endexpiratorischer-kohlendioxidpartialdruck-intro.md)	-	-
C3-a38f05	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-atemwegsdruckbeinullexpiratorischemgasflussobs.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-atemwegsdruck-bei-null-expiratorischem-gasfluss-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-atemwegsdruck-bei-null-expiratorischem-gasfluss-intro.md)	-	-
C3-d1e34c	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-atemwegsdruckbeimittleremexpiratorischemgasflussobs.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-atemwegsdruck-mittlerem-expiratorischem-gasfluss-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-atemwegsdruck-mittlerem-expiratorischem-gasfluss-intro.md)	-	-
C3-4fa834	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-druckdifferenzbeatmungobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-druckdifferenz-beatmung-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-druckdifferenz-beatmung-intro.md)	-	-
C3-7742a6	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-peep-positiv-endexpiratorischer-druck-observation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-positiv-endexpiratorischer-druck-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-positiv-endexpiratorischer-druck-intro.md)	-	-
C3-949e60	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-dynamischekomplianceobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-dynamische-kompliance-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-dynamische-kompliance-intro.md)	-	-
C3-d94249	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-maximalerbeatmungsdruckobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-maximaler-beatmungsdruck-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-maximaler-beatmungsdruck-intro.md)	-	-
C3-c77d6f	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-mittlererbeatmungsdruckobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-mittlerer-beatmungsdruck-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-mittlerer-beatmungsdruck-intro.md)	-	-
C3-351761	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-exspiratorischersauerstoffpartialdruckobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-exspiratorischer-sauerstoffpartialdruck-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-exspiratorischer-sauerstoffpartialdruck-intro.md)	-	-
C3-a583e8	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-inspiratorische-sauerstofffraktion-observation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-inspiratorische-sauerstofffraktion-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-inspiratorische-sauerstofffraktion-intro.md)	-	-
C3-b56a63	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-exspiratorischergasflussobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-exspiratorischer-gasfluss-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-exspiratorischer-gasfluss-intro.md)	-	-
C3-9d136a	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-inspiratorischergasflussobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-inspiratorischer-gasfluss-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-inspiratorischer-gasfluss-intro.md)	-	-
C3-255810	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-eingestellterinspiratorischergasflussobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-eingestellter-inspiratorischer-gasfluss-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-eingestellter-inspiratorischer-gasfluss-intro.md)	-	-
C3-beefb4	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-beatmungszeitaufniedrigemdruckobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-beatmungszeit-niedrigem-druck-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-beatmungszeit-niedrigem-druck-intro.md)	-	-
C3-84a581	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-beatmungszeitaufhohemdruckobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-beatmungszeit-hohem-druck-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-beatmungszeit-hohem-druck-intro.md)	-	-
C3-e569a2	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-spontanes-plus-mechanisches-atemzugvolumen-obs.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-spontanes-plus-mechanisches-atemzugvolumen-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-spontanes-plus-mechanisches-atemzugvolumen-intro.md)	-	-
C3-2f111c	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-beatmungsvolumen-pro-minute-machineller-beatmungobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-beatmungsvolumen-min-maschineller-beatmung-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-beatmungsvolumen-min-maschineller-beatmung-intro.md)	-	-
C3-d2f5fe	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-spontanes-atemzugvolumenobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-spontanes-atemzugvolumen-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-spontanes-atemzugvolumen-intro.md)	-	-
C3-03c1e8	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-atemzugvolumen-waehrend-beatmungobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-atemzugvolumen-waehrend-beatmung-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-atemzugvolumen-waehrend-beatmung-intro.md)	-	-
C3-3f35a4	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-atemzugvolumen-einstellungobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-atemzugvolumen-einstellung-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-atemzugvolumen-einstellung-intro.md)	-	-
C3-432056	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-zeitverhltnis-ein-ausatmungobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-zeitverhaeltnis-ein-ausatmung-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-zeitverhaeltnis-ein-ausatmung-intro.md)	-	-
C3-7749ec	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-einstellung-ausatmungszeit-beatmungobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-einstellung-ausatmungszeit-beatmung-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-einstellung-ausatmungszeit-beatmung-intro.md)	-	-
C3-dafc7c	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-einstellung-einatmungszeit-beatmungobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-einstellung-einatmungszeit-beatmung-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-einstellung-einatmungszeit-beatmung-intro.md)	-	-
C3-754c1f	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-spontane-mechanische-atemfrequenz-beatmetobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-spontane-mechanische-atemfrequenz-beatmet-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-spontane-mechanische-atemfrequenz-beatmet-intro.md)	-	-
C3-5cfdb5	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-spontane-atemfrequenz-beatmetobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-spontane-atemfrequenz-beatmet-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-spontane-atemfrequenz-beatmet-intro.md)	-	-
C3-3d090c	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-mechanische-atemfrequenz-beatmetobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-mechanische-atemfrequenz-beatmet-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-mechanische-atemfrequenz-beatmet-intro.md)	-	-
C3-467eef	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-beatmungswerte-parametervonbeatmungobservation-horowitz-in-arteriellem-blutobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-vent-horowitz-in-arteriellem-blut-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-vent-horowitz-in-arteriellem-blut-intro.md)	-	-
C3-3a74f4	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-b34419	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-989d6d	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-atemfrequenzobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-muv-atemfrequenz-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-muv-atemfrequenz-intro.md)	-	-
C3-ea56b1	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-kopfumfangobservation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-muv-kopfumfang-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-muv-kopfumfang-intro.md)	-	-
C3-a09eeb	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-idealeskrpergewichtobservation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-ad0705	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-sauerstoffs-ttigung-im-art.-blut-durch-pulsoxymetrie-obs.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-eb16b9	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-linksventrikulaeres-schlagvolumenindex-observation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-c9a197	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-linksventrikulaeres-schlagvolumen-observation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-253b43	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-linksv.schlagvolumenindexdurchindikatorverd.observation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-27d9ae	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-linksv.schlagvolumendurchindikatorverdnnungobservation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-3e5bda	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-pulmonalvaskulrerwiderstandsindexobservation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-6703ac	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-systemischervaskulrerwiderstandsindexobservation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-05641f	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-linksventrikulrerherzindexobservation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-3a2fc3	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-herzzeitvolumenobservation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-3d6e27	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-linksv.herzindexdurchindikatorverdnnungobservation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-8490b0	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-linksv.herzzeitvolumendurchindikatorverdnnungobservation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-cabdc0	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-herzfrequenzobservation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-dab04a	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-puls-observation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-9aee19	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-pulmonalarteriellerwedgeblutdruckobservation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-b44325	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-zentralven-ser-blutdruck-observation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-8de73e	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-intrakranieller-druck-icp-observation.page.md	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-848caa	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-arterieller-blutdruck-observation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-muv-arterieller-blutdruck-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-muv-arterieller-blutdruck-intro.md)	-	-
C3-19ac49	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-monitoringundvitaldaten-monitoringundvitaldatenobservation-sonstige-pulsatile-dr-cke-generisch-observation	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-370680	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-bilanzen	migrated -> input/pagecontent/profiles.md (input/pagecontent/profiles.md)	-	-
C3-ce02c9	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-bilanzen-bilanz-observation	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-intro.md)	-	-
C3-75d392	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-ausfuhr-drainage-generisch-observation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-ausfuhr-drainage-generisch-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-ausfuhr-drainage-generisch-intro.md)	-	-
C3-511d76	conservation	C3	IDENTISCH	technischeimplementierung-fhir-profile-bilanzen-bilanz-observation-bilanz-ausfuhr-h-mofiltration-einzelmesswerte-observation.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte-intro.md (input/intro-notes/StructureDefinition-mii-pr-icu-bilanz-ausfuhr-haemofiltration-einzelmesswerte-intro.md)	-	-
